League;Date;Id;Type;Name;BaseType;Variant;Links;Value;Confidence
Allflame;2026-09-22;104;DivinationCard;I See Brothers;;;;346.7;High
Allflame;2026-09-22;105;DivinationCard;Lachrymal Necrosis;;;;16.08;High
Allflame;2026-09-22;106;DivinationCard;Last Hope;;;;2.44;High
Allflame;2026-09-22;107;DivinationCard;Light and Truth;;;;23.59;High
Allflame;2026-09-22;108;DivinationCard;Matryoshka;;;;54.31;High
Allflame;2026-09-22;109;DivinationCard;Mawr Blaidd;;;;788.6;High
Allflame;2026-09-22;110;DivinationCard;Monochrome;;;;101.5;High
Allflame;2026-09-22;111;DivinationCard;Outfoxed;;;;2344;High
Allflame;2026-09-22;112;DivinationCard;Peaceful Moments;;;;17.79;High
Allflame;2026-09-22;113;DivinationCard;Pride Before the Fall;;;;6;High
Allflame;2026-09-22;114;DivinationCard;Rebirth and Renewal;;;;8;High
Allflame;2026-09-22;115;DivinationCard;Rebirth;;;;165;High
Allflame;2026-09-22;116;DivinationCard;Reflection of the Heart;;;;735.2;High
Allflame;2026-09-22;117;DivinationCard;Remembrance;;;;381;High
Allflame;2026-09-22;118;DivinationCard;Sambodhi's Vow;;;;4;High
Allflame;2026-09-22;119;DivinationCard;Seven Years Bad Luck;;;;1507;High
Allflame;2026-09-22;120;DivinationCard;Shard of Fate;;;;3.49;High
Allflame;2026-09-22;121;DivinationCard;Something Dark;;;;20.27;High
Allflame;2026-09-22;122;DivinationCard;Succor of the Sinless;;;;500;High
Allflame;2026-09-22;123;DivinationCard;The Aesthete;;;;1;High
Allflame;2026-09-22;124;DivinationCard;The Apothecary;;;;14226;High
Allflame;2026-09-22;125;DivinationCard;The Battle Born;;;;1;High
Allflame;2026-09-22;126;DivinationCard;The Bitter Blossom;;;;12;High
Allflame;2026-09-22;127;DivinationCard;The Breach;;;;2;High
Allflame;2026-09-22;128;DivinationCard;The Coming Storm;;;;1.5;High
Allflame;2026-09-22;129;DivinationCard;The Craving;;;;87.67;High
Allflame;2026-09-22;130;DivinationCard;The Damned;;;;26;High
Allflame;2026-09-22;131;DivinationCard;The Demon;;;;2083;High
Allflame;2026-09-22;132;DivinationCard;The Doppelganger;;;;0.3333;High
Allflame;2026-09-22;133;DivinationCard;The Dragon;;;;1;High
Allflame;2026-09-22;134;DivinationCard;The Dragon's Heart;;;;251.6;High
Allflame;2026-09-22;135;DivinationCard;The Dreamer;;;;41.31;High
Allflame;2026-09-22;136;DivinationCard;The Eternal War;;;;32;High
Allflame;2026-09-22;137;DivinationCard;The Everlasting;;;;82.5;High
Allflame;2026-09-22;138;DivinationCard;The Eye of Terror;;;;8256;High
Allflame;2026-09-22;139;DivinationCard;The Finishing Touch;;;;9;High
Allflame;2026-09-22;140;DivinationCard;The Forward Gaze;;;;5;High
Allflame;2026-09-22;141;DivinationCard;The Garish Power;;;;32.67;High
Allflame;2026-09-22;142;DivinationCard;The Gulf;;;;490.2;High
Allflame;2026-09-22;143;DivinationCard;The Hook;;;;44.38;High
Allflame;2026-09-22;144;DivinationCard;The Immortal;;;;6218;High
Allflame;2026-09-22;145;DivinationCard;The Inventor;;;;0.5;High
Allflame;2026-09-22;146;DivinationCard;The Jester;;;;15;High
Allflame;2026-09-22;147;DivinationCard;The Journey;;;;73;High
Allflame;2026-09-22;148;DivinationCard;The Lake;;;;156.1;High
Allflame;2026-09-22;149;DivinationCard;The Last Laugh;;;;6;High
Allflame;2026-09-22;150;DivinationCard;The Mayor;;;;25;High
Allflame;2026-09-22;151;DivinationCard;The Messenger;;;;2;High
Allflame;2026-09-22;152;DivinationCard;The Mind's Eyes;;;;1;High
Allflame;2026-09-22;153;DivinationCard;The Nurse;;;;10;High
Allflame;2026-09-22;154;DivinationCard;The Patient;;;;2.1;High
Allflame;2026-09-22;155;DivinationCard;The Poet;;;;4;High
Allflame;2026-09-22;156;DivinationCard;The Porcupine;;;;0.25;High
Allflame;2026-09-22;157;DivinationCard;The Price of Devotion;;;;14911;High
Allflame;2026-09-22;158;DivinationCard;The Road to Power;;;;9;High
Allflame;2026-09-22;159;DivinationCard;The Samurai's Eye;;;;151;High
Allflame;2026-09-22;160;DivinationCard;The Sephirot;;;;316.9;High
Allflame;2026-09-22;161;DivinationCard;The Shieldbearer;;;;153.2;High
Allflame;2026-09-22;162;DivinationCard;The Sigil;;;;0.0625;High
Allflame;2026-09-22;163;DivinationCard;The Slumbering Beast;;;;17856;High
Allflame;2026-09-22;164;DivinationCard;The Strategist;;;;6.62;High
Allflame;2026-09-22;165;DivinationCard;The Tinkerer's Table;;;;7;High
Allflame;2026-09-22;166;DivinationCard;The Unexpected Prize;;;;1;High
Allflame;2026-09-22;167;DivinationCard;The Union;;;;1;High
Allflame;2026-09-22;168;DivinationCard;The Wedding Gift;;;;9;High
Allflame;2026-09-22;169;DivinationCard;The Wilted Rose;;;;1;High
Allflame;2026-09-22;170;DivinationCard;The Wretched;;;;1.46;High
Allflame;2026-09-22;171;DivinationCard;Underground Forest;;;;1;High
Allflame;2026-09-22;172;DivinationCard;Unrequited Love;;;;24090;High
Allflame;2026-09-22;173;DivinationCard;Void of the Elements;;;;5;High
Allflame;2026-09-22;174;DivinationCard;Winter's Embrace;;;;72;High
Allflame;2026-09-22;175;DivinationCard;Akil's Prophecy;;;;1;High
Allflame;2026-09-22;176;DivinationCard;Anarchy's Price;;;;23;High
Allflame;2026-09-22;177;DivinationCard;Cursed Words;;;;1;High
Allflame;2026-09-22;178;DivinationCard;More is Never Enough;;;;0.3333;High
Allflame;2026-09-22;179;DivinationCard;The Magma Crab;;;;10;High
Allflame;2026-09-22;180;DivinationCard;The Metalsmith's Gift;;;;0.3333;High
Allflame;2026-09-22;181;DivinationCard;The Rabbit's Foot;;;;50;High
Allflame;2026-09-22;182;DivinationCard;The Spark and the Flame;;;;35;High
Allflame;2026-09-22;183;DivinationCard;The Sword King's Salute;;;;3;High
Allflame;2026-09-22;184;DivinationCard;The Wind;;;;1;High
Allflame;2026-09-22;185;DivinationCard;Earth Drinker;;;;1;High
Allflame;2026-09-22;186;DivinationCard;Gemcutter's Promise;;;;4;High
Allflame;2026-09-22;187;DivinationCard;Lucky Deck;;;;8;High
Allflame;2026-09-22;188;DivinationCard;The Darkest Dream;;;;90;High
Allflame;2026-09-22;189;DivinationCard;Three Voices;;;;1;High
Allflame;2026-09-22;190;Scarab;Abyss Scarab of Descending;;;;0.9708;High
Allflame;2026-09-22;191;Scarab;Abyss Scarab of the Consort;;;;8.52;High
Allflame;2026-09-22;192;Scarab;Ambush Scarab;;;;2.51;High
Allflame;2026-09-22;193;Scarab;Ambush Scarab of Containment;;;;95.76;High
Allflame;2026-09-22;194;Scarab;Ambush Scarab of Discernment;;;;7.02;High
Allflame;2026-09-22;195;Scarab;Ambush Scarab of Hidden Compartments;;;;1.5;High
Allflame;2026-09-22;196;Scarab;Ambush Scarab of Potency;;;;2.07;High
Allflame;2026-09-22;197;Scarab;Anarchy Scarab of Gigantification;;;;1.06;High
Allflame;2026-09-22;198;Scarab;Anarchy Scarab of Partnership;;;;0.8367;High
Allflame;2026-09-22;199;Scarab;Betrayal Scarab of Unbreaking;;;;2.39;High
Allflame;2026-09-22;200;Scarab;Betrayal Scarab of the Allflame;;;;0.2924;High
Allflame;2026-09-22;201;Scarab;Beyond Scarab;;;;0.9935;High
Allflame;2026-09-22;202;Scarab;Beyond Scarab of Resurgence;;;;0.9462;High
Allflame;2026-09-22;203;Scarab;Blight Scarab;;;;1.5;High
Allflame;2026-09-22;204;Scarab;Blight Scarab of Invigoration;;;;4.69;High
Allflame;2026-09-22;205;Scarab;Blight Scarab of the Blightheart;;;;1.53;High
Allflame;2026-09-22;206;Scarab;Breach Scarab of Instability;;;;3.93;High
Allflame;2026-09-22;207;Scarab;Breach Scarab of the Incensed Swarm;;;;11.24;High
Allflame;2026-09-22;208;Scarab;Breach Scarab of the Marshal;;;;3.68;High
Allflame;2026-09-22;209;Scarab;Cartography Scarab of Escalation;;;;1.21;High
Allflame;2026-09-22;210;Scarab;Abyss Scarab;;;;7.67;High
Allflame;2026-09-22;211;Scarab;Abyss Scarab of Crystals;;;;1.12;High
Allflame;2026-09-22;212;Scarab;Abyss Scarab of Multitudes;;;;7.28;High
Allflame;2026-09-22;213;Scarab;Anarchy Scarab;;;;1.25;High
Allflame;2026-09-22;214;Scarab;Anarchy Scarab of the Exceptional;;;;0.665;High
Allflame;2026-09-22;215;Scarab;Bestiary Scarab;;;;1.07;High
Allflame;2026-09-22;216;Scarab;Bestiary Scarab of Duplicating;;;;28.17;High
Allflame;2026-09-22;217;Scarab;Bestiary Scarab of the Herd;;;;20.53;High
Allflame;2026-09-22;218;Scarab;Betrayal Scarab;;;;1.39;High
Allflame;2026-09-22;219;Scarab;Betrayal Scarab of Reinforcements;;;;1.34;High
Allflame;2026-09-22;220;Scarab;Beyond Scarab of Haemophilia;;;;0.714;High
Allflame;2026-09-22;221;Scarab;Beyond Scarab of the Invasion;;;;1.89;High
Allflame;2026-09-22;222;Scarab;Blight Scarab of Blooming;;;;13.6;High
Allflame;2026-09-22;223;Scarab;Breach Scarab of the Hive;;;;1.09;High
Allflame;2026-09-22;224;Scarab;Breach Scarab of Resonant Cascade;;;;90.93;High
Allflame;2026-09-22;225;Scarab;Cartography Scarab of Corruption;;;;17.87;High
Allflame;2026-09-22;226;Scarab;Cartography Scarab of Risk;;;;33.37;High
Allflame;2026-09-22;227;Scarab;Cartography Scarab of the Multitude;;;;2.81;High
Allflame;2026-09-22;228;Scarab;Delirium Scarab of Delusions;;;;1.43;High
Allflame;2026-09-22;229;Scarab;Delirium Scarab of Paranoia;;;;15.54;High
Allflame;2026-09-22;230;Scarab;Divination Scarab of The Cloister;;;;46.81;High
Allflame;2026-09-22;231;Scarab;Domination Scarab;;;;3.13;High
Allflame;2026-09-22;232;Scarab;Domination Scarab of Apparitions;;;;0.9925;High
Allflame;2026-09-22;233;Scarab;Essence Scarab;;;;2.16;High
Allflame;2026-09-22;234;Scarab;Essence Scarab of Adaptation;;;;11.77;High
Allflame;2026-09-22;235;Scarab;Essence Scarab of Ascent;;;;3.92;High
Allflame;2026-09-22;236;Scarab;Expedition Scarab;;;;0.7211;High
Allflame;2026-09-22;237;Scarab;Expedition Scarab of Archaeology;;;;0.4198;High
Allflame;2026-09-22;238;Scarab;Harvest Scarab;;;;1.89;High
Allflame;2026-09-22;239;Scarab;Harvest Scarab of Doubling;;;;61.96;High
Allflame;2026-09-22;240;Scarab;Horned Scarab of Awakening;;;;106.1;High
Allflame;2026-09-22;241;Scarab;Horned Scarab of Bloodlines;;;;710;High
Allflame;2026-09-22;242;Scarab;Horned Scarab of Glittering;;;;5.4;High
Allflame;2026-09-22;243;Scarab;Horned Scarab of Nemeses;;;;28.83;High
Allflame;2026-09-22;244;Scarab;Horned Scarab of Pandemonium;;;;20.62;High
Allflame;2026-09-22;245;Scarab;Horned Scarab of Preservation;;;;742.2;High
Allflame;2026-09-22;246;Scarab;Incursion Scarab;;;;1.19;High
Allflame;2026-09-22;247;Scarab;Incursion Scarab of Champions;;;;1.46;High
Allflame;2026-09-22;248;Scarab;Influencing Scarab of Hordes;;;;1.61;High
Allflame;2026-09-22;249;Scarab;Influencing Scarab of the Elder;;;;1.59;High
Allflame;2026-09-22;250;Scarab;Influencing Scarab of the Shaper;;;;1.56;High
Allflame;2026-09-22;251;Scarab;Kalguuran Scarab;;;;2.27;High
Allflame;2026-09-22;252;Scarab;Kalguuran Scarab of Enriching;;;;4.05;High
Allflame;2026-09-22;253;Scarab;Kalguuran Scarab of Guarded Riches;;;;1.88;High
Allflame;2026-09-22;254;Scarab;Legion Scarab of Treasures;;;;3.78;High
Allflame;2026-09-22;255;Scarab;Legion Scarab of Officers;;;;3.88;High
Allflame;2026-09-22;256;Scarab;Ritual Scarab of Abundance;;;;37.29;High
Allflame;2026-09-22;257;Scarab;Ritual Scarab of Corpses;;;;1.89;High
Allflame;2026-09-22;258;Scarab;Ritual Scarab of Wisps;;;;2.15;High
Allflame;2026-09-22;259;Scarab;Scarab of Divinity;;;;0.6287;High
Allflame;2026-09-22;260;Scarab;Scarab of Monstrous Lineage;;;;3.07;High
Allflame;2026-09-22;261;Scarab;Scarab of Wisps;;;;11.36;High
Allflame;2026-09-22;262;Scarab;Sulphite Scarab;;;;1.25;High
Allflame;2026-09-22;263;Scarab;Sulphite Scarab of Fumes;;;;0.7778;High
Allflame;2026-09-22;264;Scarab;Torment Scarab of Peculiarity;;;;1.24;High
Allflame;2026-09-22;265;Scarab;Trarthan Scarab;;;;1.42;High
Allflame;2026-09-22;266;Scarab;Trarthan Scarab of Renown;;;;15.12;High
Allflame;2026-09-22;267;Scarab;Ultimatum Scarab of Catalysing;;;;421.4;High
Allflame;2026-09-22;268;Scarab;Ultimatum Scarab of Inscription;;;;3.09;High
Allflame;2026-09-22;269;Scarab;Delirium Scarab;;;;1.8;High
Allflame;2026-09-22;270;Scarab;Delirium Scarab of Mania;;;;4.52;High
Allflame;2026-09-22;271;Scarab;Delirium Scarab of Neuroses;;;;5.61;High
Allflame;2026-09-22;272;Scarab;Divination Scarab of Pilfering;;;;15.36;High
Allflame;2026-09-22;273;Scarab;Divination Scarab of Plenty;;;;10.72;High
Allflame;2026-09-22;274;Scarab;Domination Scarab of Evolution;;;;0.7974;High
Allflame;2026-09-22;275;Scarab;Domination Scarab of Terrors;;;;82.97;High
Allflame;2026-09-22;276;Scarab;Essence Scarab of Calcification;;;;65.69;High
Allflame;2026-09-22;277;Scarab;Essence Scarab of Stability;;;;1.57;High
Allflame;2026-09-22;278;Scarab;Expedition Scarab of Runefinding;;;;1.02;High
Allflame;2026-09-22;279;Scarab;Expedition Scarab of Infusion;;;;2.8;High
Allflame;2026-09-22;280;Scarab;Expedition Scarab of Verisium Powder;;;;0.6691;High
Allflame;2026-09-22;281;Scarab;Harvest Scarab of Cornucopia;;;;74.31;High
Allflame;2026-09-22;282;Scarab;Horned Scarab of Tradition;;;;39.39;High
Allflame;2026-09-22;283;Scarab;Incursion Scarab of Invasion;;;;1.03;High
Allflame;2026-09-22;284;Scarab;Incursion Scarab of Timelines;;;;69.01;High
Allflame;2026-09-22;285;Scarab;Influencing Scarab of Interference;;;;1.68;High
Allflame;2026-09-22;286;Scarab;Kalguuran Scarab of Refinement;;;;85.03;High
Allflame;2026-09-22;287;Scarab;Legion Scarab;;;;1.91;High
Allflame;2026-09-22;288;Scarab;Legion Scarab of Eternal Conflict;;;;110.1;High
Allflame;2026-09-22;289;Scarab;Ritual Scarab of Selectiveness;;;;2.99;High
Allflame;2026-09-22;290;Scarab;Scarab of Adversaries;;;;2.71;High
Allflame;2026-09-22;291;Scarab;Scarab of Radiant Storms;;;;36.76;High
Allflame;2026-09-22;292;Scarab;Scarab of Stability;;;;0.8036;High
Allflame;2026-09-22;293;Scarab;Scarab of the Dextral;;;;2.87;High
Allflame;2026-09-22;294;Scarab;Scarab of the Sinistral;;;;3.31;High
Allflame;2026-09-22;295;Scarab;Titanic Scarab;;;;1.53;High
Allflame;2026-09-22;296;Scarab;Titanic Scarab of Legend;;;;1.36;High
Allflame;2026-09-22;297;Scarab;Titanic Scarab of Treasures;;;;0.9536;High
Allflame;2026-09-22;298;Scarab;Torment Scarab;;;;1.24;High
Allflame;2026-09-22;299;Scarab;Torment Scarab of Possession;;;;0.6653;High
Allflame;2026-09-22;300;Scarab;Trarthan Scarab of Infamy;;;;14.7;High
Allflame;2026-09-22;301;Scarab;Trarthan Scarab of Surprising Alliances;;;;55.57;High
Allflame;2026-09-22;302;Scarab;Ultimatum Scarab;;;;1.61;High
Allflame;2026-09-22;303;Scarab;Ultimatum Scarab of Bribing;;;;1.84;High
Allflame;2026-09-22;304;Scarab;Ultimatum Scarab of Dueling;;;;10.31;High
Allflame;2026-09-22;305;Essence;Deafening Essence of Doubt;;;;2.11;High
Allflame;2026-09-22;306;Essence;Deafening Essence of Fear;;;;2.85;High
Allflame;2026-09-22;307;Essence;Deafening Essence of Greed;;;;3.21;High
Allflame;2026-09-22;308;Essence;Deafening Essence of Loathing;;;;3.48;High
Allflame;2026-09-22;309;Essence;Deafening Essence of Misery;;;;4.05;High
Allflame;2026-09-22;310;Essence;Deafening Essence of Rage;;;;8.95;High
Allflame;2026-09-22;311;Essence;Deafening Essence of Sorrow;;;;5.5;High
Allflame;2026-09-22;312;Essence;Deafening Essence of Torment;;;;3.91;High
Allflame;2026-09-22;313;Essence;Essence of Delirium;;;;41.54;High
Allflame;2026-09-22;314;Essence;Essence of Horror;;;;46.76;High
Allflame;2026-09-22;315;Essence;Essence of Hysteria;;;;25.57;High
Allflame;2026-09-22;316;Essence;Essence of Insanity;;;;25.42;High
Allflame;2026-09-22;317;Essence;Muttering Essence of Torment;;;;3;High
Allflame;2026-09-22;318;Essence;Screaming Essence of Contempt;;;;0.3333;High
Allflame;2026-09-22;319;Essence;Screaming Essence of Dread;;;;2.53;High
Allflame;2026-09-22;320;Essence;Screaming Essence of Envy;;;;0.35;High
Allflame;2026-09-22;321;Essence;Screaming Essence of Hatred;;;;2.5;High
Allflame;2026-09-22;322;Essence;Screaming Essence of Misery;;;;4.33;High
Allflame;2026-09-22;323;Essence;Screaming Essence of Rage;;;;2.22;High
Allflame;2026-09-22;324;Essence;Screaming Essence of Spite;;;;1.46;High
Allflame;2026-09-22;325;Essence;Screaming Essence of Suffering;;;;0.5;High
Allflame;2026-09-22;326;Essence;Screaming Essence of Woe;;;;2.01;High
Allflame;2026-09-22;327;Essence;Shrieking Essence of Anger;;;;7.03;High
Allflame;2026-09-22;328;Essence;Shrieking Essence of Anguish;;;;4;High
Allflame;2026-09-22;329;Essence;Shrieking Essence of Contempt;;;;1;High
Allflame;2026-09-22;330;Essence;Shrieking Essence of Doubt;;;;1;High
Allflame;2026-09-22;331;Essence;Shrieking Essence of Envy;;;;3.64;High
Allflame;2026-09-22;332;Essence;Shrieking Essence of Greed;;;;3;High
Allflame;2026-09-22;333;Essence;Shrieking Essence of Hatred;;;;0.5;High
Allflame;2026-09-22;334;Essence;Shrieking Essence of Loathing;;;;3.79;High
Allflame;2026-09-22;335;Essence;Shrieking Essence of Rage;;;;4.94;High
Allflame;2026-09-22;336;Essence;Shrieking Essence of Scorn;;;;7.96;High
Allflame;2026-09-22;337;Essence;Shrieking Essence of Spite;;;;17.15;High
Allflame;2026-09-22;338;Essence;Shrieking Essence of Torment;;;;0.9211;High
Allflame;2026-09-22;339;Essence;Shrieking Essence of Zeal;;;;1.67;High
Allflame;2026-09-22;340;Essence;Wailing Essence of Doubt;;;;1.74;High
Allflame;2026-09-22;341;Essence;Wailing Essence of Fear;;;;4.31;High
Allflame;2026-09-22;342;Essence;Wailing Essence of Loathing;;;;1;High
Allflame;2026-09-22;343;Essence;Wailing Essence of Torment;;;;0.8333;High
Allflame;2026-09-22;344;Essence;Wailing Essence of Wrath;;;;0.5;High
Allflame;2026-09-22;345;Essence;Weeping Essence of Anger;;;;7.95;High
Allflame;2026-09-22;346;Essence;Weeping Essence of Doubt;;;;8;High
Allflame;2026-09-22;347;Essence;Weeping Essence of Fear;;;;1;High
Allflame;2026-09-22;348;Essence;Deafening Essence of Anger;;;;4.62;High
Allflame;2026-09-22;349;Essence;Deafening Essence of Anguish;;;;2.65;High
Allflame;2026-09-22;350;Essence;Deafening Essence of Contempt;;;;6.61;High
Allflame;2026-09-22;351;Essence;Deafening Essence of Dread;;;;4.4;High
Allflame;2026-09-22;352;Essence;Deafening Essence of Envy;;;;6.5;High
Allflame;2026-09-22;353;Essence;Deafening Essence of Hatred;;;;3.37;High
Allflame;2026-09-22;354;Essence;Deafening Essence of Scorn;;;;22.27;High
Allflame;2026-09-22;355;Essence;Deafening Essence of Spite;;;;5.03;High
Allflame;2026-09-22;356;Essence;Deafening Essence of Suffering;;;;3.01;High
Allflame;2026-09-22;357;Essence;Deafening Essence of Woe;;;;5.89;High
Allflame;2026-09-22;358;Essence;Deafening Essence of Wrath;;;;3.74;High
Allflame;2026-09-22;359;Essence;Deafening Essence of Zeal;;;;6.12;High
Allflame;2026-09-22;360;Essence;Muttering Essence of Contempt;;;;1;High
